,RegionID,SizeRank,RegionName,RegionType,StateName,Date,Value
247672,394785,671,"Lewisburg, PA",msa,PA,2023-01-31,251745.5270998962
247693,394409,692,"Bradford, PA",msa,PA,2023-01-31,105481.71219522502
247700,395082,699,"Selinsgrove, PA",msa,PA,2023-01-31,225251.0343848928
247711,395203,710,"Warren, PA",msa,PA,2023-01-31,128045.28508979904
247728,394799,727,"Lock Haven, PA",msa,PA,2023-01-31,180431.83163077716
247922,394974,7,"Philadelphia, PA",msa,PA,2023-02-28,329231.42493774364
247942,394982,27,"Pittsburgh, PA",msa,PA,2023-02-28,201080.1933421086
247984,394318,70,"Allentown, PA",msa,PA,2023-02-28,299819.8749386201
248011,394666,99,"Harrisburg, PA",msa,PA,2023-02-28,261497.47583673813
248013,395075,101,"Scranton, PA",msa,PA,2023-02-28,190196.5674045836
248016,394768,104,"Lancaster, PA",msa,PA,2023-02-28,322740.91803954914
248034,395244,122,"York, PA",msa,PA,2023-02-28,258349.13426327563
248040,395015,128,"Reading, PA",msa,PA,2023-02-28,260194.7120315077
248095,394572,184,"Erie, PA",msa,PA,2023-02-28,176068.8166888957
248170,394553,263,"East Stroudsburg, PA",msa,PA,2023-02-28,285236.6981403773
248180,395125,273,"State College, PA",msa,PA,2023-02-28,310258.51932923583
248184,394453,277,"Chambersburg, PA",msa,PA,2023-02-28,253796.897256154
248210,395000,304,"Pottsville, PA",msa,PA,2023-02-28,122248.28493932684
248212,394783,306,"Lebanon, PA",msa,PA,2023-02-28,260797.04780180685
248228,394727,322,"Johnstown, PA",msa,PA,2023-02-28,125134.41548491608
248245,394321,340,"Altoona, PA",msa,PA,2023-02-28,164979.792472632
248263,395225,359,"Williamsport, PA",msa,PA,2023-02-28,209068.12180202437
248286,394630,382,"Gettysburg, PA",msa,PA,2023-02-28,283548.23923975305
248318,395140,415,"Sunbury, PA",msa,PA,2023-02-28,139973.26058322212
248329,394907,427,"New Castle, PA",msa,PA,2023-02-28,145203.0140929583
248333,394847,431,"Meadville, PA",msa,PA,2023-02-28,158017.45713260325
248338,394704,436,"Indiana, PA",msa,PA,2023-02-28,142876.09365743728
248341,394395,439,"Bloomsburg, PA",msa,PA,2023-02-28,228430.6069267377
248352,394541,450,"DuBois, PA",msa,PA,2023-02-28,131771.75800186387
248377,395106,475,"Somerset, PA",msa,PA,2023-02-28,161878.3692765941
248434,395071,536,"Sayre, PA",msa,PA,2023-02-28,177897.7254412164
248494,394933,597,"Oil City, PA",msa,PA,2023-02-28,121913.41738685728
248533,394789,636,"Lewistown, PA",msa,PA,2023-02-28,158938.61902302268
248558,394695,662,"Huntingdon, PA",msa,PA,2023-02-28,165498.17984671355
248567,394785,671,"Lewisburg, PA",msa,PA,2023-02-28,252030.4038894217
248588,394409,692,"Bradford, PA",msa,PA,2023-02-28,106447.91473348383
248595,395082,699,"Selinsgrove, PA",msa,PA,2023-02-28,226670.2197517272
248606,395203,710,"Warren, PA",msa,PA,2023-02-28,127569.96364268663
248623,394799,727,"Lock Haven, PA",msa,PA,2023-02-28,179061.93128134622
248817,394974,7,"Philadelphia, PA",msa,PA,2023-03-31,330204.10117982695
248837,394982,27,"Pittsburgh, PA",msa,PA,2023-03-31,200772.83170108963
248879,394318,70,"Allentown, PA",msa,PA,2023-03-31,300412.0140198927
248906,394666,99,"Harrisburg, PA",msa,PA,2023-03-31,262688.8871193431
248908,395075,101,"Scranton, PA",msa,PA,2023-03-31,191939.88673027628
248911,394768,104,"Lancaster, PA",msa,PA,2023-03-31,324072.7111878796
248929,395244,122,"York, PA",msa,PA,2023-03-31,258726.7777953802
248935,395015,128,"Reading, PA",msa,PA,2023-03-31,260662.1823746808
248990,394572,184,"Erie, PA",msa,PA,2023-03-31,176307.4313071
249065,394553,263,"East Stroudsburg, PA",msa,PA,2023-03-31,285146.282680515
249075,395125,273,"State College, PA",msa,PA,2023-03-31,311357.790750375
249079,394453,277,"Chambersburg, PA",msa,PA,2023-03-31,254683.1247131276
249105,395000,304,"Pottsville, PA",msa,PA,2023-03-31,122870.20258273096
249107,394783,306,"Lebanon, PA",msa,PA,2023-03-31,261494.56668967757
249123,394727,322,"Johnstown, PA",msa,PA,2023-03-31,126615.90364193363
249140,394321,340,"Altoona, PA",msa,PA,2023-03-31,165092.64896617868
249158,395225,359,"Williamsport, PA",msa,PA,2023-03-31,209553.25776463328
249181,394630,382,"Gettysburg, PA",msa,PA,2023-03-31,284033.09375005605
249213,395140,415,"Sunbury, PA",msa,PA,2023-03-31,142306.68676375895
249224,394907,427,"New Castle, PA",msa,PA,2023-03-31,144617.3318274316
249228,394847,431,"Meadville, PA",msa,PA,2023-03-31,160108.66200423313
249233,394704,436,"Indiana, PA",msa,PA,2023-03-31,142551.73393309454
249236,394395,439,"Bloomsburg, PA",msa,PA,2023-03-31,230095.57599222063
249247,394541,450,"DuBois, PA",msa,PA,2023-03-31,133772.6494181029
249272,395106,475,"Somerset, PA",msa,PA,2023-03-31,161915.37591573605
249329,395071,536,"Sayre, PA",msa,PA,2023-03-31,177387.97976731122
249389,394933,597,"Oil City, PA",msa,PA,2023-03-31,121625.22001218288
249428,394789,636,"Lewistown, PA",msa,PA,2023-03-31,160876.60118776906
249453,394695,662,"Huntingdon, PA",msa,PA,2023-03-31,163812.06533257384
249462,394785,671,"Lewisburg, PA",msa,PA,2023-03-31,252902.39238867167
249483,394409,692,"Bradford, PA",msa,PA,2023-03-31,108260.80952170744
249490,395082,699,"Selinsgrove, PA",msa,PA,2023-03-31,228870.5234354399
249501,395203,710,"Warren, PA",msa,PA,2023-03-31,126806.91438699116
249518,394799,727,"Lock Haven, PA",msa,PA,2023-03-31,177993.14592188608
249712,394974,7,"Philadelphia, PA",msa,PA,2023-04-30,332139.2130158664
249732,394982,27,"Pittsburgh, PA",msa,PA,2023-04-30,201249.7867844797
249774,394318,70,"Allentown, PA",msa,PA,2023-04-30,301824.34543084115
249801,394666,99,"Harrisburg, PA",msa,PA,2023-04-30,264602.12304463936
249803,395075,101,"Scranton, PA",msa,PA,2023-04-30,192410.22898155908
249806,394768,104,"Lancaster, PA",msa,PA,2023-04-30,325658.3784238281
249824,395244,122,"York, PA",msa,PA,2023-04-30,260799.40915719944
249830,395015,128,"Reading, PA",msa,PA,2023-04-30,261944.15970014036
249885,394572,184,"Erie, PA",msa,PA,2023-04-30,176786.27528938363
249960,394553,263,"East Stroudsburg, PA",msa,PA,2023-04-30,285039.1540399343
249970,395125,273,"State College, PA",msa,PA,2023-04-30,313282.2470097676
249974,394453,277,"Chambersburg, PA",msa,PA,2023-04-30,255884.93081219005
250000,395000,304,"Pottsville, PA",msa,PA,2023-04-30,123483.39085734422
250002,394783,306,"Lebanon, PA",msa,PA,2023-04-30,262485.65784338367
250018,394727,322,"Johnstown, PA",msa,PA,2023-04-30,125917.78043086945
250035,394321,340,"Altoona, PA",msa,PA,2023-04-30,164645.07609975853
250053,395225,359,"Williamsport, PA",msa,PA,2023-04-30,210382.79533725057
250076,394630,382,"Gettysburg, PA",msa,PA,2023-04-30,285559.08141622314
250108,395140,415,"Sunbury, PA",msa,PA,2023-04-30,142670.75186034408
250119,394907,427,"New Castle, PA",msa,PA,2023-04-30,144776.8332323734
250123,394847,431,"Meadville, PA",msa,PA,2023-04-30,160185.79889920706
250128,394704,436,"Indiana, PA",msa,PA,2023-04-30,142191.12046640774
250131,394395,439,"Bloomsburg, PA",msa,PA,2023-04-30,231751.56902033483
250142,394541,450,"DuBois, PA",msa,PA,2023-04-30,134103.52048327457
250167,395106,475,"Somerset, PA",msa,PA,2023-04-30,161726.16000007867
250224,395071,536,"Sayre, PA",msa,PA,2023-04-30,177176.7700642634
250284,394933,597,"Oil City, PA",msa,PA,2023-04-30,121903.99727380557
250323,394789,636,"Lewistown, PA",msa,PA,2023-04-30,162685.0340559646
250348,394695,662,"Huntingdon, PA",msa,PA,2023-04-30,163955.9457678086
250357,394785,671,"Lewisburg, PA",msa,PA,2023-04-30,254408.84070517813
250378,394409,692,"Bradford, PA",msa,PA,2023-04-30,109460.47817818786
250385,395082,699,"Selinsgrove, PA",msa,PA,2023-04-30,228719.57533055657
250396,395203,710,"Warren, PA",msa,PA,2023-04-30,126859.23793047156
250413,394799,727,"Lock Haven, PA",msa,PA,2023-04-30,177879.91944089136
250607,394974,7,"Philadelphia, PA",msa,PA,2023-05-31,334991.7070281477
250627,394982,27,"Pittsburgh, PA",msa,PA,2023-05-31,202661.1637697048
250669,394318,70,"Allentown, PA",msa,PA,2023-05-31,304045.343561477
250696,394666,99,"Harrisburg, PA",msa,PA,2023-05-31,266965.1835295021
250698,395075,101,"Scranton, PA",msa,PA,2023-05-31,192808.30646791463
250701,394768,104,"Lancaster, PA",msa,PA,2023-05-31,328085.1370322768
250719,395244,122,"York, PA",msa,PA,2023-05-31,263426.0466944163
250725,395015,128,"Reading, PA",msa,PA,2023-05-31,264071.1928861922
250780,394572,184,"Erie, PA",msa,PA,2023-05-31,178084.48986940805
250855,394553,263,"East Stroudsburg, PA",msa,PA,2023-05-31,284665.04851074936
250865,395125,273,"State College, PA",msa,PA,2023-05-31,315473.4270725296
250869,394453,277,"Chambersburg, PA",msa,PA,2023-05-31,257309.3146185306
250895,395000,304,"Pottsville, PA",msa,PA,2023-05-31,124432.25956337464
250897,394783,306,"Lebanon, PA",msa,PA,2023-05-31,264294.4876806767
250913,394727,322,"Johnstown, PA",msa,PA,2023-05-31,124607.13894923392
250930,394321,340,"Altoona, PA",msa,PA,2023-05-31,165000.73892772765
250948,395225,359,"Williamsport, PA",msa,PA,2023-05-31,211588.3413336284
250971,394630,382,"Gettysburg, PA",msa,PA,2023-05-31,287778.4920670632
251003,395140,415,"Sunbury, PA",msa,PA,2023-05-31,142579.02385017878
251014,394907,427,"New Castle, PA",msa,PA,2023-05-31,145440.2174174994
251018,394847,431,"Meadville, PA",msa,PA,2023-05-31,159625.90779970726
251023,394704,436,"Indiana, PA",msa,PA,2023-05-31,142723.96112414988
251026,394395,439,"Bloomsburg, PA",msa,PA,2023-05-31,233545.645857384
251037,394541,450,"DuBois, PA",msa,PA,2023-05-31,134280.9729175437
251062,395106,475,"Somerset, PA",msa,PA,2023-05-31,161639.18797983637
251119,395071,536,"Sayre, PA",msa,PA,2023-05-31,177766.56142450482
251179,394933,597,"Oil City, PA",msa,PA,2023-05-31,122487.63832515698
251218,394789,636,"Lewistown, PA",msa,PA,2023-05-31,164279.659785653
251243,394695,662,"Huntingdon, PA",msa,PA,2023-05-31,166806.39665601778
251252,394785,671,"Lewisburg, PA",msa,PA,2023-05-31,256228.2235881287
251273,394409,692,"Bradford, PA",msa,PA,2023-05-31,110247.7152564506
251280,395082,699,"Selinsgrove, PA",msa,PA,2023-05-31,227978.6210631989
251291,395203,710,"Warren, PA",msa,PA,2023-05-31,128043.72634337148
251308,394799,727,"Lock Haven, PA",msa,PA,2023-05-31,178538.57967638536
251502,394974,7,"Philadelphia, PA",msa,PA,2023-06-30,337974.2297287714
251522,394982,27,"Pittsburgh, PA",msa,PA,2023-06-30,204408.6767861537
251564,394318,70,"Allentown, PA",msa,PA,2023-06-30,306549.7142927856
251591,394666,99,"Harrisburg, PA",msa,PA,2023-06-30,269477.4386383361
251593,395075,101,"Scranton, PA",msa,PA,2023-06-30,193139.8575211577
251596,394768,104,"Lancaster, PA",msa,PA,2023-06-30,330881.6942380516
251614,395244,122,"York, PA",msa,PA,2023-06-30,266113.84064902266
251620,395015,128,"Reading, PA",msa,PA,2023-06-30,266539.91918105446
251675,394572,184,"Erie, PA",msa,PA,2023-06-30,179993.19221054946
251750,394553,263,"East Stroudsburg, PA",msa,PA,2023-06-30,284959.27667845483
251760,395125,273,"State College, PA",msa,PA,2023-06-30,317986.951961892
251764,394453,277,"Chambersburg, PA",msa,PA,2023-06-30,259287.24207108075
251790,395000,304,"Pottsville, PA",msa,PA,2023-06-30,125615.41652951758
251792,394783,306,"Lebanon, PA",msa,PA,2023-06-30,266432.49161223526
251808,394727,322,"Johnstown, PA",msa,PA,2023-06-30,122845.49543271304
251825,394321,340,"Altoona, PA",msa,PA,2023-06-30,165496.1409353812
251843,395225,359,"Williamsport, PA",msa,PA,2023-06-30,213294.02721985863
251866,394630,382,"Gettysburg, PA",msa,PA,2023-06-30,290478.61576565454
251898,395140,415,"Sunbury, PA",msa,PA,2023-06-30,142238.4458450908
251909,394907,427,"New Castle, PA",msa,PA,2023-06-30,146511.4054816412
251913,394847,431,"Meadville, PA",msa,PA,2023-06-30,159497.0089558852
251918,394704,436,"Indiana, PA",msa,PA,2023-06-30,143742.54647554943
251921,394395,439,"Bloomsburg, PA",msa,PA,2023-06-30,234872.76402117743
251932,394541,450,"DuBois, PA",msa,PA,2023-06-30,133054.04331960456
251957,395106,475,"Somerset, PA",msa,PA,2023-06-30,161959.03414877408
252014,395071,536,"Sayre, PA",msa,PA,2023-06-30,179200.79446733548
252074,394933,597,"Oil City, PA",msa,PA,2023-06-30,122851.8403753944
252113,394789,636,"Lewistown, PA",msa,PA,2023-06-30,165868.37443599376
252138,394695,662,"Huntingdon, PA",msa,PA,2023-06-30,170456.56817227922
252147,394785,671,"Lewisburg, PA",msa,PA,2023-06-30,257720.17000288944
252168,394409,692,"Bradford, PA",msa,PA,2023-06-30,110382.83717351512
252175,395082,699,"Selinsgrove, PA",msa,PA,2023-06-30,226646.14118093465
252186,395203,710,"Warren, PA",msa,PA,2023-06-30,129699.91161817336
252203,394799,727,"Lock Haven, PA",msa,PA,2023-06-30,179755.92219847054
252397,394974,7,"Philadelphia, PA",msa,PA,2023-07-31,340878.9172463909
252417,394982,27,"Pittsburgh, PA",msa,PA,2023-07-31,206177.10745889545
252459,394318,70,"Allentown, PA",msa,PA,2023-07-31,309359.3683651413
252486,394666,99,"Harrisburg, PA",msa,PA,2023-07-31,271493.7748426332
252488,395075,101,"Scranton, PA",msa,PA,2023-07-31,194018.14157505715
252491,394768,104,"Lancaster, PA",msa,PA,2023-07-31,333710.823489555
252509,395244,122,"York, PA",msa,PA,2023-07-31,268345.2643951434
252515,395015,128,"Reading, PA",msa,PA,2023-07-31,269007.96443106193
252570,394572,184,"Erie, PA",msa,PA,2023-07-31,182049.23442209532
252645,394553,263,"East Stroudsburg, PA",msa,PA,2023-07-31,285561.784994383
252655,395125,273,"State College, PA",msa,PA,2023-07-31,319331.66312517
252659,394453,277,"Chambersburg, PA",msa,PA,2023-07-31,261209.44165407447
252685,395000,304,"Pottsville, PA",msa,PA,2023-07-31,127115.19754050372
252687,394783,306,"Lebanon, PA",msa,PA,2023-07-31,268758.29728050885
252703,394727,322,"Johnstown, PA",msa,PA,2023-07-31,121245.35807811184
252720,394321,340,"Altoona, PA",msa,PA,2023-07-31,165742.20182093885
252738,395225,359,"Williamsport, PA",msa,PA,2023-07-31,214475.9062752473
252761,394630,382,"Gettysburg, PA",msa,PA,2023-07-31,292876.1502423035
252793,395140,415,"Sunbury, PA",msa,PA,2023-07-31,141938.85361517072
252804,394907,427,"New Castle, PA",msa,PA,2023-07-31,147573.49106295197
252808,394847,431,"Meadville, PA",msa,PA,2023-07-31,159327.9757751065
252813,394704,436,"Indiana, PA",msa,PA,2023-07-31,145081.4029696263
252816,394395,439,"Bloomsburg, PA",msa,PA,2023-07-31,234439.65671130084
252827,394541,450,"DuBois, PA",msa,PA,2023-07-31,131044.21553194938
252852,395106,475,"Somerset, PA",msa,PA,2023-07-31,162569.51928933544
252909,395071,536,"Sayre, PA",msa,PA,2023-07-31,180992.49807962755
252969,394933,597,"Oil City, PA",msa,PA,2023-07-31,122663.07298763214
253008,394789,636,"Lewistown, PA",msa,PA,2023-07-31,166806.2720119405
253033,394695,662,"Huntingdon, PA",msa,PA,2023-07-31,173373.19029976145
253042,394785,671,"Lewisburg, PA",msa,PA,2023-07-31,258793.18752722372
253063,394409,692,"Bradford, PA",msa,PA,2023-07-31,109851.66093742017
253070,395082,699,"Selinsgrove, PA",msa,PA,2023-07-31,224813.038905103
253081,395203,710,"Warren, PA",msa,PA,2023-07-31,131122.33800533993
253098,394799,727,"Lock Haven, PA",msa,PA,2023-07-31,180812.5809354477
253292,394974,7,"Philadelphia, PA",msa,PA,2023-08-31,343545.67374499014
253312,394982,27,"Pittsburgh, PA",msa,PA,2023-08-31,207819.3236131046
253354,394318,70,"Allentown, PA",msa,PA,2023-08-31,312199.9320311015
253381,394666,99,"Harrisburg, PA",msa,PA,2023-08-31,273247.8184862998
253383,395075,101,"Scranton, PA",msa,PA,2023-08-31,195202.235452709
253386,394768,104,"Lancaster, PA",msa,PA,2023-08-31,336213.7061445183
253404,395244,122,"York, PA",msa,PA,2023-08-31,270402.8454522432
253410,395015,128,"Reading, PA",msa,PA,2023-08-31,271542.5063738017
253465,394572,184,"Erie, PA",msa,PA,2023-08-31,183818.1637034072
253540,394553,263,"East Stroudsburg, PA",msa,PA,2023-08-31,286555.9832068424
253550,395125,273,"State College, PA",msa,PA,2023-08-31,320389.4900315495
253554,394453,277,"Chambersburg, PA",msa,PA,2023-08-31,262376.0207736041
253580,395000,304,"Pottsville, PA",msa,PA,2023-08-31,128827.9221401472
253582,394783,306,"Lebanon, PA",msa,PA,2023-08-31,270646.2531097201
253598,394727,322,"Johnstown, PA",msa,PA,2023-08-31,118295.18352358068
253615,394321,340,"Altoona, PA",msa,PA,2023-08-31,166505.81499140977
253633,395225,359,"Williamsport, PA",msa,PA,2023-08-31,215427.4441027365
253656,394630,382,"Gettysburg, PA",msa,PA,2023-08-31,294611.2914507729
253688,395140,415,"Sunbury, PA",msa,PA,2023-08-31,141686.42522593934
253699,394907,427,"New Castle, PA",msa,PA,2023-08-31,148870.7413154998
253703,394847,431,"Meadville, PA",msa,PA,2023-08-31,158780.2472955226
253708,394704,436,"Indiana, PA",msa,PA,2023-08-31,146187.05966849913
253711,394395,439,"Bloomsburg, PA",msa,PA,2023-08-31,233819.65931386923
253722,394541,450,"DuBois, PA",msa,PA,2023-08-31,129078.57126974512
253747,395106,475,"Somerset, PA",msa,PA,2023-08-31,162946.0456986106
253804,395071,536,"Sayre, PA",msa,PA,2023-08-31,183050.4166833581
253864,394933,597,"Oil City, PA",msa,PA,2023-08-31,121752.88908331556
253903,394789,636,"Lewistown, PA",msa,PA,2023-08-31,167500.2505309101
253928,394695,662,"Huntingdon, PA",msa,PA,2023-08-31,175161.54391875604
253937,394785,671,"Lewisburg, PA",msa,PA,2023-08-31,259571.45157504335
253958,394409,692,"Bradford, PA",msa,PA,2023-08-31,108471.41133639315
253965,395082,699,"Selinsgrove, PA",msa,PA,2023-08-31,223504.09619063215
253976,395203,710,"Warren, PA",msa,PA,2023-08-31,132485.93664339487
253993,394799,727,"Lock Haven, PA",msa,PA,2023-08-31,181531.73157661903
254187,394974,7,"Philadelphia, PA",msa,PA,2023-09-30,345827.6632022975
254207,394982,27,"Pittsburgh, PA",msa,PA,2023-09-30,209114.44484463256
254249,394318,70,"Allentown, PA",msa,PA,2023-09-30,314682.953530874
254276,394666,99,"Harrisburg, PA",msa,PA,2023-09-30,274418.68614376447
254278,395075,101,"Scranton, PA",msa,PA,2023-09-30,196450.0735454533
254281,394768,104,"Lancaster, PA",msa,PA,2023-09-30,338417.6997765026
254299,395244,122,"York, PA",msa,PA,2023-09-30,272041.4496184653
254305,395015,128,"Reading, PA",msa,PA,2023-09-30,273750.93462654453
254360,394572,184,"Erie, PA",msa,PA,2023-09-30,185201.652231906
254435,394553,263,"East Stroudsburg, PA",msa,PA,2023-09-30,287452.9679168305
254445,395125,273,"State College, PA",msa,PA,2023-09-30,320949.7853899337
254449,394453,277,"Chambersburg, PA",msa,PA,2023-09-30,262859.3069168438
254475,395000,304,"Pottsville, PA",msa,PA,2023-09-30,130556.24684251891
254477,394783,306,"Lebanon, PA",msa,PA,2023-09-30,272224.80431420234
254493,394727,322,"Johnstown, PA",msa,PA,2023-09-30,114281.29666394804
254510,394321,340,"Altoona, PA",msa,PA,2023-09-30,167058.93583864128
254528,395225,359,"Williamsport, PA",msa,PA,2023-09-30,215990.32755215515
254551,394630,382,"Gettysburg, PA",msa,PA,2023-09-30,295309.7774874883
254583,395140,415,"Sunbury, PA",msa,PA,2023-09-30,140970.949960453
254594,394907,427,"New Castle, PA",msa,PA,2023-09-30,150105.7863016229
254598,394847,431,"Meadville, PA",msa,PA,2023-09-30,156751.98904216837
254603,394704,436,"Indiana, PA",msa,PA,2023-09-30,147169.29862643057
254606,394395,439,"Bloomsburg, PA",msa,PA,2023-09-30,232238.3254843833
254617,394541,450,"DuBois, PA",msa,PA,2023-09-30,126779.94399672638
254642,395106,475,"Somerset, PA",msa,PA,2023-09-30,163194.7536464508
254699,395071,536,"Sayre, PA",msa,PA,2023-09-30,185169.2149047931
254759,394933,597,"Oil City, PA",msa,PA,2023-09-30,121066.78350992048
254798,394789,636,"Lewistown, PA",msa,PA,2023-09-30,167906.47070617703
254823,394695,662,"Huntingdon, PA",msa,PA,2023-09-30,176006.34548778375
254832,394785,671,"Lewisburg, PA",msa,PA,2023-09-30,259888.43502102824
254853,394409,692,"Bradford, PA",msa,PA,2023-09-30,107063.92937621711
254860,395082,699,"Selinsgrove, PA",msa,PA,2023-09-30,221084.56695824544
254871,395203,710,"Warren, PA",msa,PA,2023-09-30,133793.77058029073
254888,394799,727,"Lock Haven, PA",msa,PA,2023-09-30,181704.57397013108
255082,394974,7,"Philadelphia, PA",msa,PA,2023-10-31,347522.84514972725
255102,394982,27,"Pittsburgh, PA",msa,PA,2023-10-31,209978.22044602
255144,394318,70,"Allentown, PA",msa,PA,2023-10-31,316453.1868547995
255171,394666,99,"Harrisburg, PA",msa,PA,2023-10-31,275097.95906454726
255173,395075,101,"Scranton, PA",msa,PA,2023-10-31,197175.22427156265
255176,394768,104,"Lancaster, PA",msa,PA,2023-10-31,339974.48064289504
255194,395244,122,"York, PA",msa,PA,2023-10-31,273018.9793948164
255200,395015,128,"Reading, PA",msa,PA,2023-10-31,275544.67160554853
255255,394572,184,"Erie, PA",msa,PA,2023-10-31,186218.77578512052
255330,394553,263,"East Stroudsburg, PA",msa,PA,2023-10-31,288379.2403149264
255340,395125,273,"State College, PA",msa,PA,2023-10-31,321612.7822072085
255344,394453,277,"Chambersburg, PA",msa,PA,2023-10-31,263129.3290291908
255370,395000,304,"Pottsville, PA",msa,PA,2023-10-31,132196.53880967197
255372,394783,306,"Lebanon, PA",msa,PA,2023-10-31,273412.20000931824
255388,394727,322,"Johnstown, PA",msa,PA,2023-10-31,110429.98938665306
255405,394321,340,"Altoona, PA",msa,PA,2023-10-31,167909.80612079427
255423,395225,359,"Williamsport, PA",msa,PA,2023-10-31,216223.3717868649
255446,394630,382,"Gettysburg, PA",msa,PA,2023-10-31,295390.7582870068
255478,395140,415,"Sunbury, PA",msa,PA,2023-10-31,139185.27388228153
255489,394907,427,"New Castle, PA",msa,PA,2023-10-31,151045.9969852216
255493,394847,431,"Meadville, PA",msa,PA,2023-10-31,154604.8254751373
255498,394704,436,"Indiana, PA",msa,PA,2023-10-31,148200.99717274404
255501,394395,439,"Bloomsburg, PA",msa,PA,2023-10-31,230915.5770955229
255512,394541,450,"DuBois, PA",msa,PA,2023-10-31,124928.05729217676
255537,395106,475,"Somerset, PA",msa,PA,2023-10-31,163112.5751609881
255594,395071,536,"Sayre, PA",msa,PA,2023-10-31,186908.249305644
255654,394933,597,"Oil City, PA",msa,PA,2023-10-31,120669.1406022461
255693,394789,636,"Lewistown, PA",msa,PA,2023-10-31,168418.77711042078
255718,394695,662,"Huntingdon, PA",msa,PA,2023-10-31,176673.08946868472
255727,394785,671,"Lewisburg, PA",msa,PA,2023-10-31,259864.09361522424
255748,394409,692,"Bradford, PA",msa,PA,2023-10-31,106515.87906640834
255755,395082,699,"Selinsgrove, PA",msa,PA,2023-10-31,217867.7444790812
255766,395203,710,"Warren, PA",msa,PA,2023-10-31,135749.1251633393
255783,394799,727,"Lock Haven, PA",msa,PA,2023-10-31,181698.9375885884
255977,394974,7,"Philadelphia, PA",msa,PA,2023-11-30,348890.1196838705
255997,394982,27,"Pittsburgh, PA",msa,PA,2023-11-30,210383.95621673795
256039,394318,70,"Allentown, PA",msa,PA,2023-11-30,317728.2552031099
256066,394666,99,"Harrisburg, PA",msa,PA,2023-11-30,275186.9158624558
256068,395075,101,"Scranton, PA",msa,PA,2023-11-30,197909.1167114959
256071,394768,104,"Lancaster, PA",msa,PA,2023-11-30,341029.11371719826
256089,395244,122,"York, PA",msa,PA,2023-11-30,273536.7434259599
256095,395015,128,"Reading, PA",msa,PA,2023-11-30,276611.9175527348
256150,394572,184,"Erie, PA",msa,PA,2023-11-30,186934.73426869797
256225,394553,263,"East Stroudsburg, PA",msa,PA,2023-11-30,289794.3224700449
256235,395125,273,"State College, PA",msa,PA,2023-11-30,321954.6027428115
256239,394453,277,"Chambersburg, PA",msa,PA,2023-11-30,263758.9239443488
256265,395000,304,"Pottsville, PA",msa,PA,2023-11-30,133400.00550326682
256267,394783,306,"Lebanon, PA",msa,PA,2023-11-30,274254.3662342224
256283,394727,322,"Johnstown, PA",msa,PA,2023-11-30,108043.76759627626
256300,394321,340,"Altoona, PA",msa,PA,2023-11-30,168374.963162387
256318,395225,359,"Williamsport, PA",msa,PA,2023-11-30,216416.6545058968
256341,394630,382,"Gettysburg, PA",msa,PA,2023-11-30,295394.9102120792
256373,395140,415,"Sunbury, PA",msa,PA,2023-11-30,137081.99288819393
256384,394907,427,"New Castle, PA",msa,PA,2023-11-30,151812.48481531965
256388,394847,431,"Meadville, PA",msa,PA,2023-11-30,152518.10057602738
256393,394704,436,"Indiana, PA",msa,PA,2023-11-30,149354.08714311535
256396,394395,439,"Bloomsburg, PA",msa,PA,2023-11-30,230416.9288470632
256407,394541,450,"DuBois, PA",msa,PA,2023-11-30,123360.08812070162
256432,395106,475,"Somerset, PA",msa,PA,2023-11-30,162701.69301512363
256489,395071,536,"Sayre, PA",msa,PA,2023-11-30,188210.15127015967
256549,394933,597,"Oil City, PA",msa,PA,2023-11-30,120798.1522544316
256588,394789,636,"Lewistown, PA",msa,PA,2023-11-30,168414.7838541055
256613,394695,662,"Huntingdon, PA",msa,PA,2023-11-30,176365.33565442255
256622,394785,671,"Lewisburg, PA",msa,PA,2023-11-30,260106.91902952245
256643,394409,692,"Bradford, PA",msa,PA,2023-11-30,106821.2761274714
256650,395082,699,"Selinsgrove, PA",msa,PA,2023-11-30,213805.23171844415
256661,395203,710,"Warren, PA",msa,PA,2023-11-30,137389.0633610408
256678,394799,727,"Lock Haven, PA",msa,PA,2023-11-30,181898.35868122135
256872,394974,7,"Philadelphia, PA",msa,PA,2023-12-31,350067.04892724106
256892,394982,27,"Pittsburgh, PA",msa,PA,2023-12-31,210556.6813493512
256934,394318,70,"Allentown, PA",msa,PA,2023-12-31,318880.0724572739
256961,394666,99,"Harrisburg, PA",msa,PA,2023-12-31,275362.9565704612
256963,395075,101,"Scranton, PA",msa,PA,2023-12-31,198611.4656030394
256966,394768,104,"Lancaster, PA",msa,PA,2023-12-31,341835.274207097
256984,395244,122,"York, PA",msa,PA,2023-12-31,273933.68095891766
256990,395015,128,"Reading, PA",msa,PA,2023-12-31,277563.52881628525
257045,394572,184,"Erie, PA",msa,PA,2023-12-31,187474.80766547853
257120,394553,263,"East Stroudsburg, PA",msa,PA,2023-12-31,291339.9511682572
257130,395125,273,"State College, PA",msa,PA,2023-12-31,322312.97210927145
257134,394453,277,"Chambersburg, PA",msa,PA,2023-12-31,264041.50073211663
257160,395000,304,"Pottsville, PA",msa,PA,2023-12-31,134008.0666663001
257162,394783,306,"Lebanon, PA",msa,PA,2023-12-31,274465.3854032936
257178,394727,322,"Johnstown, PA",msa,PA,2023-12-31,107478.03249594082
