city,state_id,state_name,county_name,lat,lng,population,density
Boulder,CO,Colorado,Boulder,40.0248,-105.2524,118090,1534.8
Richardson,TX,Texas,Dallas,32.9716,-96.7093,118063,1595.7
Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185,117962,7119.9
West Palm Beach,FL,Florida,Palm Beach,26.7469,-80.132,117588,842.8
Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264,117348,285.7
East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691,117222,6072.6
Redding,CA,California,Shasta,40.5698,-122.365,117163,605.9
Clearwater,FL,Florida,Pinellas,27.979,-82.7623,116984,1727.4
Monroe,LA,Louisiana,Ouachita,32.5185,-92.0774,116927,620.2
Utica,NY,New York,Oneida,43.0962,-75.2261,116766,1494.5
St. Cloud,MN,Minnesota,Stearns,45.534,-94.1718,116649,662.4
Mandeville,LA,Louisiana,St. Tammany,30.3751,-90.0904,116649,665
West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008,116383,1390.4
North Charleston,SC,South Carolina,Charleston,32.9067,-80.0722,115755,575.7
Richmond,CA,California,Contra Costa,37.9477,-122.3389,115619,1485.9
Westminster,CO,Colorado,Adams,39.8837,-105.0624,115502,1411.9
Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501,115442,1000.9
Kailua,HI,Hawaii,Honolulu,21.392,-157.7396,115264,2003.2
Brandon,FL,Florida,Hillsborough,27.9367,-82.3,114923,1339.2
Ponce,PR,Puerto Rico,Ponce,18.0127,-66.6212,114901,1509.8
Carlsbad,CA,California,San Diego,33.1246,-117.2834,114745,1171.7
Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217,114737,3254.9
Broken Arrow,OK,Oklahoma,Tulsa,36.038,-95.7806,114237,700.6
Elgin,IL,Illinois,Kane,42.0383,-88.324,114190,1159.4
Gresham,OR,Oregon,Multnomah,45.5021,-122.4413,113525,1863.7
League City,TX,Texas,Galveston,29.4874,-95.1087,113469,853
Downey,CA,California,Los Angeles,33.9379,-118.1311,113052,3517.5
Waterloo,IA,Iowa,Black Hawk,42.4918,-92.3522,112333,421.6
Murrieta,CA,California,Riverside,33.5719,-117.1909,111899,1288.3
Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717,111856,584.3
Longview,TX,Texas,Gregg,32.5193,-94.7622,111855,568.3
Jacksonville,NC,North Carolina,Onslow,34.7289,-77.3941,111830,568.9
Pompano Beach,FL,Florida,Broward,26.2428,-80.1312,111790,1793.5
Bend,OR,Oregon,Deschutes,44.0563,-121.3095,111774,1108.2
Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,111618,2332.6
Costa Mesa,CA,California,Orange,33.6667,-117.9135,111490,2723.5
Sioux City,IA,Iowa,Woodbury,42.4959,-96.3901,111361,564.5
Everett,WA,Washington,Snohomish,47.9525,-122.1669,110847,1273.7
Gilroy,CA,California,Santa Clara,37.0046,-121.5854,110720,1370.5
San Buenaventura,CA,California,Ventura,34.2741,-119.2314,110358,1948
Temecula,CA,California,Riverside,33.4928,-117.1315,110114,1143.6
Sugar Land,TX,Texas,Fort Bend,29.5935,-95.6358,110077,1050.2
Chico,CA,California,Butte,39.7578,-121.8161,110001,1152
Eau Claire,WI,Wisconsin,Eau Claire,44.8197,-91.4948,109491,804.6
El Monte,CA,California,Los Angeles,34.0739,-118.0291,108682,4390.7
Idaho Falls,ID,Idaho,Bonneville,43.4871,-112.0362,108544,971.5
Dearborn,MI,Michigan,Wayne,42.3127,-83.213,108414,1726.4
Bloomington,IN,Indiana,Monroe,39.1637,-86.5257,108387,1312
West Covina,CA,California,Los Angeles,34.0555,-117.9113,108173,2604.4
Sparks,NV,Nevada,Washoe,39.5736,-119.7161,108025,1143
South Fulton,GA,Georgia,Fulton,33.6273,-84.58,107865,447.9
Centennial,CO,Colorado,Arapahoe,39.5926,-104.8673,107702,1398.1
Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,107221,1099.3
Inglewood,CA,California,Los Angeles,33.9566,-118.3444,106806,4547.9
Hillsboro,OR,Oregon,Washington,45.5273,-122.936,106612,1592.8
Columbia,MD,Maryland,Howard,39.2004,-76.859,106600,1288.9
Burbank,CA,California,Los Angeles,34.1879,-118.3235,106389,2372.2
Davie,FL,Florida,Broward,26.0789,-80.287,105821,1170.9
El Cajon,CA,California,San Diego,32.8017,-116.9604,105721,2813.3
Jurupa Valley,CA,California,Riverside,34.001,-117.4706,105672,950.2
Allen,TX,Texas,Collin,33.1088,-96.6735,105444,1542.1
Auburn,AL,Alabama,Lee,32.6087,-85.4903,105386,476.6
Renton,WA,Washington,King,47.4784,-122.1918,105355,1728
Holland,MI,Michigan,Ottawa,42.7677,-86.0984,105134,791.2
Brockton,MA,Massachusetts,Plymouth,42.0821,-71.0242,104713,1895.2
Rio Rancho,NM,New Mexico,Sandoval,35.2873,-106.6982,104351,389.8
San Mateo,CA,California,San Mateo,37.5522,-122.3121,104165,3314.5
Rialto,CA,California,San Bernardino,34.1175,-117.3892,103873,1664.7
Spokane Valley,WA,Washington,Spokane,47.6626,-117.2346,103761,1062.1
Charlottesville,VA,Virginia,Charlottesville,38.0375,-78.4855,103760,1744.5
Menifee,CA,California,Riverside,33.6909,-117.1849,103680,861.6
Daly City,CA,California,San Mateo,37.6862,-122.4685,103648,5239.1
Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291,102482,547.5
Riverview,FL,Florida,Hillsborough,27.8227,-82.3023,102467,856.7
Norwalk,CA,California,Los Angeles,33.9069,-118.0829,101893,4052.7
Lee's Summit,MO,Missouri,Jackson,38.9171,-94.3816,101728,614.7
Longmont,CO,Colorado,Boulder,40.1686,-105.1005,101642,1316.7
Vacaville,CA,California,Solano,38.3587,-121.9673,101631,1313.7
Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,101514,1615
Kingsport,TN,Tennessee,Sullivan,36.5224,-82.5454,101323,406.7
San Tan Valley,AZ,Arizona,Pinal,33.1786,-111.5629,101207,515.6
Quincy,MA,Massachusetts,Norfolk,42.2506,-71.0187,100981,2352.6
Edinburg,TX,Texas,Hidalgo,26.3196,-98.1597,100964,871.6
Lynn,MA,Massachusetts,Essex,42.4781,-70.9664,100653,3618.8
San Angelo,TX,Texas,Tom Green,31.4424,-100.4504,100057,640
Hesperia,CA,California,San Bernardino,34.3975,-117.3147,99878,530.6
Bowling Green,KY,Kentucky,Warren,36.9716,-86.4378,99669,681.7
Federal Way,WA,Washington,King,47.3091,-122.3358,99614,1722.5
Carmel,IN,Indiana,Hamilton,39.965,-86.146,99453,782.3
Bismarck,ND,North Dakota,Burleigh,46.8143,-100.7694,99433,820.3
Fishers,IN,Indiana,Hamilton,39.9588,-85.9659,99041,1063
Lafayette,CO,Colorado,Boulder,39.9946,-105.0998,98889,1268.3
Vista,CA,California,San Diego,33.1896,-117.2386,98392,2026.6
Boca Raton,FL,Florida,Palm Beach,26.3752,-80.108,97980,1296.5
St. Augustine,FL,Florida,St. Johns,29.8976,-81.31,97703,593.7
Beaverton,OR,Oregon,Washington,45.4779,-122.8168,97554,1920.3
Goodyear,AZ,Arizona,Maricopa,33.2614,-112.3622,97542,196.9
Portsmouth,VA,Virginia,Portsmouth,36.8468,-76.354,97384,1129.1
Orem,UT,Utah,Utah,40.2981,-111.6994,97100,2013.8
Sunrise,FL,Florida,Broward,26.1547,-80.2997,96510,2300.4
Portsmouth,NH,New Hampshire,Rockingham,43.058,-70.7826,96146,545.8
Arden-Arcade,CA,California,Sacramento,38.6017,-121.3845,96076,2333.7
Lawrence,KS,Kansas,Douglas,38.9597,-95.2642,96061,1075.1
Sandy,UT,Utah,Salt Lake,40.5709,-111.8506,95635,1525.5
Slidell,LA,Louisiana,St. Tammany,30.2887,-89.7828,95528,736.5
Buckeye,AZ,Arizona,Maricopa,33.4314,-112.6429,95042,93.3
Livonia,MI,Michigan,Wayne,42.3972,-83.3733,94928,1026.8
Williamsburg,VA,Virginia,Williamsburg,37.2693,-76.7076,94892,668.9
Suffolk,VA,Virginia,Suffolk,36.6953,-76.6398,94856,91.8
Compton,CA,California,Los Angeles,33.893,-118.2274,94822,3651
La Crosse,WI,Wisconsin,La Crosse,43.8241,-91.2268,94627,925.7
Edmond,OK,Oklahoma,Oklahoma,35.6689,-97.416,94503,432.1
Carson,CA,California,Los Angeles,33.8374,-118.2559,94475,1947.4
San Marcos,CA,California,San Diego,33.135,-117.1743,94360,1483.1
Tracy,CA,California,San Joaquin,37.7269,-121.4523,94027,1386.3
Prescott Valley,AZ,Arizona,Yavapai,34.598,-112.3185,93923,448.6
Middletown,OH,Ohio,Butler,39.5033,-84.3659,93870,746.1
Fall River,MA,Massachusetts,Bristol,41.7136,-71.1015,93638,1091.5
San Germán,PR,Puerto Rico,San Germán,18.0827,-67.046,93549,1384.7
Santa Fe,NM,New Mexico,Santa Fe,35.6619,-105.9819,93165,647.7
Plantation,FL,Florida,Broward,26.1259,-80.2617,93130,1653.2
Mayagüez,PR,Puerto Rico,Mayagüez,18.2003,-67.1397,93079,1105.2
New Braunfels,TX,Texas,Comal,29.6994,-98.1148,92993,797.3
Roswell,GA,Georgia,Fulton,34.0391,-84.3513,92770,879.5
Conroe,TX,Texas,Montgomery,30.3238,-95.4824,92475,482.5
South Gate,CA,California,Los Angeles,33.9447,-118.1926,92381,4928.5
Santa Monica,CA,California,Los Angeles,34.0235,-118.481,92168,4231.9
Kirkland,WA,Washington,King,47.697,-122.2057,92015,1995.2
Hoover,AL,Alabama,Jefferson,33.3763,-86.8068,91995,720.1
O'Fallon,MO,Missouri,St. Charles,38.785,-90.7175,91825,1162.3
Alafaya,FL,Florida,Orange,28.528,-81.1868,91531,1153.4
Palm Coast,FL,Florida,Flagler,29.5389,-81.2457,91082,368.7
Norwalk,CT,Connecticut,Western Connecticut,41.1144,-73.4215,91050,1536.1
Lawton,OK,Oklahoma,Comanche,34.6175,-98.4202,91023,431.6
Chino,CA,California,San Bernardino,33.9836,-117.6654,91008,1188.1
Mount Pleasant,SC,South Carolina,Charleston,32.8537,-79.8203,90945,708.7
Manteca,CA,California,San Joaquin,37.7927,-121.2264,90678,1512.3
Westminster,CA,California,Orange,33.7523,-117.9938,90638,3485.9
Florence,SC,South Carolina,Florence,34.178,-79.7898,90419,659
Joplin,MO,Missouri,Jasper,37.0757,-94.5018,90384,525.7
Germantown,MD,Maryland,Montgomery,39.1755,-77.2643,90210,2044.8
San Leandro,CA,California,Alameda,37.7074,-122.1599,89723,2600.1
Town 'n' Country,FL,Florida,Hillsborough,28.0106,-82.5763,89456,1551
Clifton,NJ,New Jersey,Passaic,40.863,-74.1575,89451,3063.3
Waukegan,IL,Illinois,Lake,42.3698,-87.8716,89435,1425.9
Bloomington,MN,Minnesota,Hennepin,44.8306,-93.3151,89244,993
Avondale,AZ,Arizona,Maricopa,33.3873,-112.3235,89214,723.3
Atascocita,TX,Texas,Harris,29.9777,-95.1953,89121,1440.6
Missoula,MT,Montana,Missoula,46.8751,-114.0214,88780,828.8
Fort Myers,FL,Florida,Lee,26.6194,-81.8302,88699,858.3
Newton,MA,Massachusetts,Middlesex,42.3316,-71.2085,88453,1915.7
Lawrence,MA,Massachusetts,Essex,42.7002,-71.1626,88067,4906.8
Muncie,IN,Indiana,Delaware,40.1989,-85.395,88061,918.2
Rapid City,SD,South Dakota,Pennington,44.0716,-103.2204,87826,530.3
Troy,MI,Michigan,Oakland,42.5817,-83.1457,87170,1006.3
Livermore,CA,California,Alameda,37.6868,-121.7607,87154,1266.5
Citrus Heights,CA,California,Sacramento,38.6948,-121.288,87127,2366.3
Hawthorne,CA,California,Los Angeles,33.9147,-118.3476,86978,5516.7
Winchester,VA,Virginia,Winchester,39.1735,-78.1746,86813,1180.3
Springdale,AR,Arkansas,Washington,36.1901,-94.1574,86705,672.6
Whittier,CA,California,Los Angeles,33.9678,-118.0188,86459,2278.8
Deerfield Beach,FL,Florida,Broward,26.305,-80.1277,86455,2231.6
Decatur,IL,Illinois,Macon,39.8557,-88.9342,86231,634
San Ramon,CA,California,Contra Costa,37.7624,-121.9365,86119,1657.6
Vineland,NJ,New Jersey,Cumberland,39.4653,-74.9981,86042,343.2
Mission,TX,Texas,Hidalgo,26.2039,-98.3256,85755,911.2
Auburn,WA,Washington,King,47.3039,-122.2108,85623,1117.7
Lake Forest,CA,California,Orange,33.6605,-117.6714,85583,1977
Newport Beach,CA,California,Orange,33.6151,-117.8668,85159,1381.7
Melbourne,FL,Florida,Brevard,28.1086,-80.6627,84982,743.1
Brooklyn Park,MN,Minnesota,Hennepin,45.1112,-93.3505,84951,1257.9
Bryan,TX,Texas,Brazos,30.665,-96.3807,84820,599.2
Westland,MI,Michigan,Wayne,42.3192,-83.3805,84806,1602.6
Napa,CA,California,Napa,38.2975,-122.301,84703,1696.1
Baytown,TX,Texas,Harris,29.7587,-94.9671,84449,808.4
Cicero,IL,Illinois,Cook,41.8445,-87.7593,84189,5542.3
Anderson,IN,Indiana,Madison,40.0891,-85.6892,83875,510.6
Franklin,TN,Tennessee,Williamson,35.92,-86.8516,83630,725.3
Farmington Hills,MI,Michigan,Oakland,42.486,-83.3771,83562,969.8
Buena Park,CA,California,Orange,33.8572,-118.0046,83542,3064.1
Albany,GA,Georgia,Dougherty,31.5776,-84.1762,83447,483.3
Pine Hills,FL,Florida,Orange,28.5818,-81.4692,83221,2634.9
State College,PA,Pennsylvania,Centre,40.7909,-77.8567,83170,3449.3
Redwood City,CA,California,San Mateo,37.5025,-122.2253,83077,1658.9
Warwick,RI,Rhode Island,Kent,41.7062,-71.4334,82783,913.2
Jackson,MI,Michigan,Jackson,42.2431,-84.4038,82775,1119.2
Cranston,RI,Rhode Island,Providence,41.7658,-71.4858,82691,1126.4
Largo,FL,Florida,Pinellas,27.9088,-82.7712,82541,1712.4
Miami Beach,FL,Florida,Miami-Dade,25.8171,-80.1396,82400,4135.8
Alhambra,CA,California,Los Angeles,34.084,-118.1355,82295,4163.8
Johns Creek,GA,Georgia,Fulton,34.0333,-84.2027,82230,1030.4
Mountain View,CA,California,Santa Clara,37.4001,-122.0796,82132,2651.9
Salisbury,MD,Maryland,Wicomico,38.3756,-75.5865,81921,923.2
Morgantown,WV,West Virginia,Monongalia,39.6383,-79.9464,81912,1146.2
Silver Spring,MD,Maryland,Montgomery,39.0028,-77.0207,81808,4006.9
Layton,UT,Utah,Davis,41.077,-111.962,81726,1400.5
Springfield,OH,Ohio,Clark,39.93,-83.7959,81620,865.6
Lakewood,CA,California,Los Angeles,33.8471,-118.1222,81499,3349.6
Florence,AL,Alabama,Lauderdale,34.8303,-87.6655,81268,593.8
Folsom,CA,California,Sacramento,38.6668,-121.1422,81077,1122.8
Madera,CA,California,Madera,36.963,-120.0778,80937,1554.3
New Rochelle,NY,New York,Westchester,40.9304,-73.7836,80828,3034
Parma,OH,Ohio,Cuyahoga,41.3843,-81.7286,80587,1554
Terre Haute,IN,Indiana,Vigo,39.466,-87.3751,80567,650.7
Somerville,MA,Massachusetts,Middlesex,42.3908,-71.1014,80464,7534.5
Flagstaff,AZ,Arizona,Coconino,35.1872,-111.6194,80167,445.7
Boynton Beach,FL,Florida,Palm Beach,26.5281,-80.0811,80068,1913.4
Homestead,FL,Florida,Miami-Dade,25.4665,-80.4472,79996,2047.7
Newark,OH,Ohio,Licking,40.0706,-82.425,79959,925.5
Plymouth,MN,Minnesota,Hennepin,45.0225,-93.4617,79918,943.3
Anniston,AL,Alabama,Calhoun,33.6712,-85.8135,79717,181.2
Texarkana,TX,Texas,Bowie,33.45,-94.0847,79570,444.7
Tustin,CA,California,Orange,33.7311,-117.8107,79514,2759.9
Pharr,TX,Texas,Hidalgo,26.1685,-98.1904,79434,1293.2
Port Huron,MI,Michigan,St. Clair,42.9821,-82.4388,79363,1376.3
Turlock,CA,California,Stanislaus,37.5053,-120.8588,79301,1666.6
Rancho Cordova,CA,California,Sacramento,38.5737,-121.2527,79128,883.8
The Villages,FL,Florida,Sumter,28.9034,-81.9887,79108,935.5
Milpitas,CA,California,Santa Clara,37.4336,-121.8921,79092,2265.2
Perris,CA,California,Riverside,33.7898,-117.2233,78881,964.9
Upland,CA,California,San Bernardino,34.1178,-117.6604,78847,1953.4
Alton,IL,Illinois,Madison,38.9037,-90.152,78729,631.8
Pleasanton,CA,California,Alameda,37.6663,-121.8805,78691,1258.5
Kendall,FL,Florida,Miami-Dade,25.6697,-80.3556,78402,1880.3
Jonesboro,AR,Arkansas,Craighead,35.8212,-90.6791,78379,377.4
Bellflower,CA,California,Los Angeles,33.888,-118.1271,78352,4945.3
Battle Creek,MI,Michigan,Calhoun,42.2985,-85.2296,78338,475.7
Chino Hills,CA,California,San Bernardino,33.9508,-117.7254,78223,676.4
Cheyenne,WY,Wyoming,Laramie,41.135,-104.7902,78204,734
Lebanon,PA,Pennsylvania,Lebanon,40.3412,-76.4228,78147,2471.8
Carmichael,CA,California,Sacramento,38.6318,-121.3263,78144,1967.6
South Jordan,UT,Utah,Salt Lake,40.557,-111.9784,78118,1358.3
Davis,CA,California,Yolo,38.5553,-121.737,77874,2602.1
Elizabethtown,KY,Kentucky,Hardin,37.7031,-85.8773,77770,439.5
Schaumburg,IL,Illinois,Cook,42.0308,-88.0838,77571,1548.1
Alameda,CA,California,Alameda,37.7668,-122.267,77565,2879.8
Hammond,IN,Indiana,Lake,41.6168,-87.4909,77390,1314.7
Pasco,WA,Washington,Franklin,46.2506,-119.1305,77274,873.1
Evanston,IL,Illinois,Cook,42.0464,-87.6943,77181,3830.6
Lehi,UT,Utah,Utah,40.4136,-111.8725,77110,1044.1
Alexandria,LA,Louisiana,Rapides,31.2923,-92.4702,77109,611.6
North Port,FL,Florida,Sarasota,27.0576,-82.1977,76975,299.1
Arlington Heights,IL,Illinois,Cook,42.0955,-87.9826,76794,1784.8
Camarillo,CA,California,Ventura,34.223,-119.0321,76748,1385.1
Wyoming,MI,Michigan,Kent,42.8908,-85.7066,76732,1197.4
Flower Mound,TX,Texas,Denton,33.0343,-97.1146,76630,705.4
Bethlehem,PA,Pennsylvania,Northampton,40.6266,-75.3679,76555,1546.3
Hattiesburg,MS,Mississippi,Forrest,31.3074,-89.317,76501,350.2
Loveland,CO,Colorado,Larimer,40.4166,-105.0623,76500,836.9
Pittsburg,CA,California,Contra Costa,38.0182,-121.8965,76419,1669.3
Cedar Park,TX,Texas,Williamson,30.5105,-97.8197,76344,1152.4
Wenatchee,WA,Washington,Chelan,47.436,-120.3295,76152,1286
Southfield,MI,Michigan,Oakland,42.4765,-83.2605,76107,1119.3
Rochester Hills,MI,Michigan,Oakland,42.6645,-83.1563,76041,895
Hammond,LA,Louisiana,Tangipahoa,30.5061,-90.4563,76032,548.3
Valdosta,GA,Georgia,Lowndes,30.8502,-83.2788,75919,593
Owensboro,KY,Kentucky,Daviess,37.7575,-87.1172,75644,1118
Apple Valley,CA,California,San Bernardino,34.5352,-117.2109,75603,379.1
Woodbury,MN,Minnesota,Washington,44.9057,-92.923,75549,835.9
Pawtucket,RI,Rhode Island,Providence,41.8744,-71.3743,75176,3348.9
St. Joseph,MO,Missouri,Buchanan,39.7598,-94.821,75033,633
Doral,FL,Florida,Miami-Dade,25.8152,-80.3565,74891,2087.9
Dover,NH,New Hampshire,Strafford,43.1887,-70.8845,74554,474.5
Missouri City,TX,Texas,Fort Bend,29.563,-95.5365,74517,991.6
Saratoga Springs,NY,New York,Saratoga,43.0674,-73.7775,74339,392.2
Pocatello,ID,Idaho,Bannock,42.8724,-112.4647,74284,654.8
Oshkosh,WI,Wisconsin,Winnebago,44.0227,-88.5619,74251,946.8
New Britain,CT,Connecticut,Capitol,41.6759,-72.7862,74212,2139
Castle Rock,CO,Colorado,Douglas,39.3763,-104.8535,74065,823.1
Lauderhill,FL,Florida,Broward,26.1605,-80.2241,73987,3354.7
Broomfield,CO,Colorado,Broomfield,39.9542,-105.0526,73946,866
Dale City,VA,Virginia,Prince William,38.6473,-77.3459,73928,2004.5
Bolingbrook,IL,Illinois,Will,41.6901,-88.1021,73755,1142.9
Redmond,WA,Washington,King,47.6763,-122.1169,73728,1718.3
Caguas,PR,Puerto Rico,Caguas,18.2319,-66.0388,73713,2611.7
Mansfield,TX,Texas,Tarrant,32.569,-97.1213,73680,773.2
Ellicott City,MD,Maryland,Howard,39.2774,-76.8345,73589,946.9
Sheboygan,WI,Wisconsin,Sheboygan,43.7403,-87.7316,73531,1229.2
Mansfield,OH,Ohio,Richland,40.7656,-82.5275,73448,596.4
Glens Falls,NY,New York,Warren,43.3109,-73.6458,73424,1478.2
Daytona Beach,FL,Florida,Volusia,29.1995,-81.0982,73329,420.2
Lodi,CA,California,San Joaquin,38.1218,-121.2932,73239,1882.7
Redlands,CA,California,San Bernardino,34.0512,-117.1712,73234,785
Harrisonburg,VA,Virginia,Harrisonburg,38.4362,-78.8735,73160,1153.3
Dothan,AL,Alabama,Houston,31.2336,-85.407,73037,303.8
Cleveland,TN,Tennessee,Bradley,35.1817,-84.8707,72870,597
Jackson,TN,Tennessee,Madison,35.6538,-88.8354,72836,446.9
Mount Vernon,NY,New York,Westchester,40.9136,-73.8291,72817,6401.2
Centreville,VA,Virginia,Fairfax,38.839,-77.4389,72680,2350.9
Altoona,PA,Pennsylvania,Blair,40.5082,-78.4007,72348,1728.1
Framingham,MA,Massachusetts,Middlesex,42.3085,-71.4368,71805,1107
Camden,NJ,New Jersey,Camden,39.9361,-75.1073,71799,3108.3
Georgetown,TX,Texas,Williamson,30.666,-97.6966,71788,479.2
Baldwin Park,CA,California,Los Angeles,34.0829,-117.9722,71692,4173.7
Rocklin,CA,California,Placer,38.8075,-121.2489,71676,1397
Porterville,CA,California,Tulare,36.0643,-119.0338,71669,1293.9
Tamarac,FL,Florida,Broward,26.2056,-80.2539,71578,2383.7
Glen Burnie,MD,Maryland,Anne Arundel,39.156,-76.6071,71427,1592.9
Blacksburg,VA,Virginia,Montgomery,37.23,-80.4279,71277,883.1
Wausau,WI,Wisconsin,Marathon,44.962,-89.6459,71236,801.3
Sumter,SC,South Carolina,Sumter,33.9392,-80.393,71234,505.8
Janesville,WI,Wisconsin,Rock,42.6854,-89.0135,71202,741.7
Brunswick,GA,Georgia,Glynn,31.1449,-81.4746,71160,345.8
Dublin,CA,California,Alameda,37.7161,-121.8963,71068,1801.8
Wilmington,DE,Delaware,New Castle,39.7415,-75.5416,71034,2517.3
Waukesha,WI,Wisconsin,Waukesha,43.0087,-88.2464,70945,1073.2
Fairbanks,AK,Alaska,Fairbanks North Star,64.8353,-147.6533,70817,395.2
Lakeville,MN,Minnesota,Dakota,44.6774,-93.252,70696,739.4
St. Charles,MO,Missouri,St. Charles,38.7954,-90.5157,70687,1084.4
Redondo Beach,CA,California,Los Angeles,33.8577,-118.3765,70620,4399.5
Spring Hill,TN,Tennessee,Maury,35.7437,-86.9116,70531,681
Bayonne,NJ,New Jersey,Hudson,40.6668,-74.1158,70497,4675.6
Grand Forks,ND,North Dakota,Grand Forks,47.9214,-97.0884,70475,813
Noblesville,IN,Indiana,Hamilton,40.0355,-86.0042,70442,790.7
Guaynabo,PR,Puerto Rico,Guaynabo,18.3832,-66.1134,70167,2248.8
El Paso de Robles,CA,California,San Luis Obispo,35.6394,-120.656,70128,612.6
North Richland Hills,TX,Texas,Tarrant,32.8604,-97.218,70114,1490.5
Maple Grove,MN,Minnesota,Hennepin,45.1089,-93.4626,70110,831.1
Passaic,NJ,New Jersey,Passaic,40.8574,-74.1282,70048,8632.7
Blaine,MN,Minnesota,Anoka,45.1696,-93.2077,70047,821.9
Lake Elsinore,CA,California,Riverside,33.6847,-117.3344,69993,706.2
Rogers,AR,Arkansas,Benton,36.317,-94.1531,69961,694.5
Casas Adobes,AZ,Arizona,Pima,32.3423,-111.0113,69917,1017.9
Sherman,TX,Texas,Grayson,33.6273,-96.6221,69880,367.9
Walnut Creek,CA,California,Contra Costa,37.9024,-122.0399,69809,1364
Conway,AR,Arkansas,Faulkner,35.0753,-92.4692,69651,541.1
Eastvale,CA,California,Riverside,33.9617,-117.5803,69594,2119.4
Union City,CA,California,Alameda,37.6032,-122.0181,69502,1383.4
Michigan City,IN,Indiana,LaPorte,41.7092,-86.869,69459,605.1
Poinciana,FL,Florida,Polk,28.1217,-81.4821,69311,372.4
Tulare,CA,California,Tulare,36.1995,-119.34,69261,1296.8
Gary,IN,Indiana,Lake,41.5905,-87.3473,69136,535.3
Gaithersburg,MD,Maryland,Montgomery,39.1346,-77.2131,69016,2581.8
East Orange,NJ,New Jersey,Essex,40.7651,-74.2117,68879,6771.2
Wesley Chapel,FL,Florida,Pasco,28.2106,-82.3238,68814,604.8
West Des Moines,IA,Iowa,Polk,41.5521,-93.7806,68744,561.2
Dalton,GA,Georgia,Whitfield,34.769,-84.972,68614,623.7
Dubuque,IA,Iowa,Dubuque,42.5002,-90.707,68601,733.3
Schenectady,NY,New York,Schenectady,42.8025,-73.9275,68476,2446.3
Ankeny,IA,Iowa,Polk,41.7288,-93.6031,68392,866.3
Maricopa,AZ,Arizona,Pinal,33.0408,-112.0011,68376,541.6
Eagan,MN,Minnesota,Dakota,44.817,-93.1638,68262,845.3
Hanford,CA,California,Kings,36.3274,-119.6549,68122,1280
Bristol,TN,Tennessee,Sullivan,36.5572,-82.2154,68083,322.7
Yorba Linda,CA,California,Orange,33.889,-117.7714,68035,1316.5
Weston,FL,Florida,Broward,26.1006,-80.4054,68029,1068
Watsonville,CA,California,Santa Cruz,36.9206,-121.7708,68020,2984.5
Palo Alto,CA,California,Santa Clara,37.3905,-122.1468,67901,1090
South Hill,WA,Washington,Pierce,47.1198,-122.2853,67835,1409.3
Shawnee,KS,Kansas,Johnson,39.0158,-94.8076,67671,622.5
San Marcos,TX,Texas,Hays,29.8734,-97.9356,67491,692.4
Great Falls,MT,Montana,Cascade,47.5022,-111.2996,67300,1008.5
Haverhill,MA,Massachusetts,Essex,42.7838,-71.0871,67273,786.2
Union City,NJ,New Jersey,Hudson,40.7675,-74.0323,67258,20177.4
Palatine,IL,Illinois,Cook,42.118,-88.043,67223,1838.9
